habitaciones;ba�os;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;porteria_recepcion;Zonas Verdes;salon comunal;balcon;Barra estilo americano;Calentador;Chimenea;citofono;Cocina Integral;Terraza;Vigilancia;parques;Estudio;Patio;deposito;nombre;ubicacion;precio
3;4;2;117;0;5;Excelente;16 a 30 años;670000;5085470,09;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;Apartamento;Unicentro Bogotá;595000000
4;4;2;160;0;4;Excelente;9 a 15 años;No definida;6562500;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santafé;1050000000
1;3;2;336;300;4;Bueno;16 a 30 años;No definida;3184523,81;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;Casa;Normandia;1070000000
2;2;2;77;0;6;Bueno;1 a 8 años;555000;10259740,26;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Chicó;790000000
3;4;3;200;185;6;Excelente;1 a 8 años;1050000;9500000;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara Alta;1900000000
3;2;1;88;88;6;Excelente;1 a 8 años;No definida;6250000;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Casablanca;550000000
4;2;1;98;0;3;Bueno;16 a 30 años;285000;4285714,29;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Casa;Hayuelos;420000000
4;3;0;280;0;3;Excelente;16 a 30 años;No definida;1142857,14;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villas de Granada;320000000
3;2;1;100;100;3;No definida;9 a 15 años;231000;4150000;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;Apartamento;Alameda;415000000
2;2;2;191;191;6;Excelente;16 a 30 años;No definida;6020942,41;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;Apartamento;El Refugio;1150000000
4;4;2;200;0;4;Excelente;16 a 30 años;No definida;3250000;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;Casa;Cedritos;650000000
8;3;0;216;190;3;Bueno;16 a 30 años;No definida;1365740,74;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;Casa;Santa Catalina;295000000
3;3;3;130;130;5;No definida;más de 30 años;630000;4230769,23;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;550000000
4;4;1;163;163;4;No definida;más de 30 años;No definida;2944785,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Modelia;480000000
3;2;0;77;77;4;Excelente;más de 30 años;70000;4935064,94;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;Apartamento;Gran America;380000000
3;2;1;84;76;3;Bueno;1 a 8 años;No definida;4142857,14;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;Apartamento;Pinos de Lombardia;348000000
4;3;0;280;0;3;Excelente;16 a 30 años;No definida;1142857,14;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villas de Granada;320000000
2;3;2;122;122;6;Bueno;1 a 8 años;730000;10081967,21;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Chicó;1230000000
2;2;0;49;49;3;Excelente;menor a 1 año;50000;4265306,12;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;Apartamento;Bravo Paez;209000000
2;4;2;290;290;6;Bueno;más de 30 años;2150000;6724137,93;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Apartamento;La Cabrera;1950000000
3;3;2;129;129;5;Bueno;16 a 30 años;397000;5658914,73;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;Casa;DelMonte;730000000
3;2;2;84;0;4;Excelente;16 a 30 años;400000;5357142,86;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Colina Campestre;450000000
3;2;1;73;0;3;Bueno;9 a 15 años;215000;4109589,04;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Turingia;300000000
2;2;2;73;68;4;Bueno;1 a 8 años;280000;7808219,18;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;La Felicidad;570000000
2;2;1;68;0;5;Bueno;más de 30 años;415000;6176470,59;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;El Virrey;420000000
2;3;2;91;0;5;Excelente;1 a 8 años;413000;8791208,79;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;Apartamento;Santa Bárbara Occidental;800000000
2;2;1;70;70;5;No definida;más de 30 años;679000;8285714,29;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;Apartamento;El Nogal;580000000
4;5;2;345;338;6;Excelente;más de 30 años;1700000;10869565,22;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;Apartamento;El Refugio;3750000000
4;1;0;66;66;2;Bueno;9 a 15 años;50000;1500000;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;Casa;Bosa Laureles;99000000
3;2;1;72;72;4;No definida;9 a 15 años;235000;4444444,44;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Santa Teresa;320000000
3;3;2;92;92;6;Excelente;9 a 15 años;511000;6793478,26;1;1;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Rincon del chico;625000000
3;2;1;100;0;4;Bueno;9 a 15 años;245000;4050000;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;Gilmar;405000000
2;2;1;92;92;4;No definida;9 a 15 años;622000;6521739,13;1;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;Apartamento;Centro Internacional;600000000
6;4;2;246;0;4;Excelente;más de 30 años;No definida;3170731,71;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;Casa;Modelo;780000000
3;4;2;130;130;4;Bueno;16 a 30 años;503000;4292307,69;0;1;1;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;Casa;Cedritos;558000000
2;2;2;131;131;4;Bueno;16 a 30 años;739000;6717557,25;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Los Rosales;880000000
0;0;0;250;91;3;Bueno;más de 30 años;No definida;2600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San Fernando;650000000
3;2;2;110;100;5;Excelente;menor a 1 año;280000;6354545,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Nicolas de federman;699000000
4;2;1;115;95;4;Excelente;16 a 30 años;300000;4000000;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Modelia;460000000
2;2;1;61;56;3;Excelente;menor a 1 año;214000;3929273,08;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Fontibón;240000000
1;2;1;50;44;3;No definida;1 a 8 años;364500;7861318,28;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;Apartamento;Las nieves;390000000
4;5;6;532;1440;6;Excelente;1 a 8 años;1355000;4323308,27;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Casa;Guaymaral;2300000000
2;2;2;66;66;6;Bueno;1 a 8 años;700000;9393939,39;1;0;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;1;Apartamento;Santa Bárbara;620000000
1;2;2;70;105;1;Excelente;9 a 15 años;320000;7857142,86;1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;Apartamento;Chico norte;550000000
4;3;1;130;130;3;Excelente;menor a 1 año;No definida;2692307,69;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;Casa;Zona Noroccidente;350000000
12;6;0;330;0;3;Bueno;16 a 30 años;No definida;2018181,82;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;Casa;Venecia;666000000
2;2;0;56;56;3;No definida;1 a 8 años;165000;4821428,57;1;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;Apartamento;Santa monica;270000000
3;2;2;97;0;5;Excelente;menor a 1 año;300000;6907216,49;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;Apartamento;San jose de bavaria;670000000
3;2;2;136;136;6;No definida;16 a 30 años;933000;5882352,94;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;San Patricio;800000000
2;3;2;95;95;6;Excelente;16 a 30 años;545000;5789473,68;1;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;Apartamento;Chicó;550000000
2;2;1;59;59;3;Bueno;16 a 30 años;278500;4322033,9;0;1;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;Prado Pinzon;255000000
4;4;2;143;0;3;Excelente;16 a 30 años;No definida;4545454,55;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;Casa;Santa María del Lago;650000000
4;3;1;102;102;5;Bueno;más de 30 años;620000;5098039,22;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Alhambra;520000000
3;3;1;112;112;4;Excelente;más de 30 años;638000;4017857,14;1;0;1;1;0;0;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;Puente Largo;450000000
3;2;3;80;80;4;Bueno;9 a 15 años;450000;5500000;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;Apartamento;Club de los lagartos;440000000
3;2;1;60;60;3;Excelente;9 a 15 años;215000;4833333,33;1;1;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Sotavento;290000000
4;2;1;90;0;3;Excelente;1 a 8 años;198000;4000000;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Nueva Castilla;360000000
3;5;6;390;800;5;Excelente;1 a 8 años;1050000;6410256,41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San José de Bavaria;2500000000
2;1;0;45;45;3;Excelente;9 a 15 años;88500;3555555,56;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Tintal;160000000
5;3;1;200;160;4;Bueno;más de 30 años;No definida;3500000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Palermo;700000000
3;4;2;117;0;5;Excelente;16 a 30 años;670000;5085470,09;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;Apartamento;Unicentro Bogotá;595000000
1;3;2;336;300;4;Bueno;16 a 30 años;No definida;3184523,81;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;Casa;Normandia;1070000000
3;2;1;77;77;4;Bueno;9 a 15 años;270000;5519480,52;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Mazuren;425000000
3;3;1;127;0;4;Excelente;9 a 15 años;299000;3779527,56;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;Casa;Suba la Campiña;480000000
1;2;1;59;59;6;No definida;1 a 8 años;512000;8813559,32;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara Central;520000000
2;2;1;93;93;5;Excelente;9 a 15 años;450000;5913978,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cedritos;550000000
1;4;0;80;0;2;No definida;16 a 30 años;No definida;4875000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Bosa Atalayas;390000000
3;2;0;77;77;4;Excelente;más de 30 años;70000;4935064,94;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;Apartamento;Gran America;380000000
3;2;2;130;0;6;No definida;16 a 30 años;733000;7538461,54;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Los rosales;980000000
1;2;1;64;0;5;No definida;1 a 8 años;239000;6562500;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;El Contador;420000000
3;3;2;102;0;6;No definida;9 a 15 años;1000000;7352941,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;750000000
13;6;1;440;147;3;Bueno;más de 30 años;No definida;1546368,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;Casa;Carvajal;680000000
10;3;4;500;0;4;Excelente;9 a 15 años;No definida;3300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Teusaquillo;1650000000
4;2;1;96;90;4;Bueno;16 a 30 años;225000;4270833,33;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Casa;Hayuelos;410000000
4;4;2;160;0;4;Excelente;9 a 15 años;No definida;6562500;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santafé;1050000000
4;3;1;109;0;3;Bueno;16 a 30 años;160000;3348623,85;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;Casa;El Cortijo;365000000
2;2;1;69;63;4;No definida;16 a 30 años;421100;4927536,23;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;EL CEDRO;340000000
3;2;0;51;44;3;Bueno;16 a 30 años;100000;3137254,9;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;Apartamento;Santa Teresa;160000000
4;4;2;160;0;5;Excelente;16 a 30 años;250000;5624375;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;Casa;Malibu;899900000
4;3;1;120;116;4;Bueno;16 a 30 años;440000;3666666,67;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Casa;Modelia;440000000
2;1;0;87;0;6;Remodelado;más de 30 años;No definida;5287356,32;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;Apartamento;Antiguo Country;460000000
5;3;1;252;252;4;Bueno;más de 30 años;No definida;3571428,57;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;Casa;San Nicolas;900000000
2;3;2;156;156;6;No definida;más de 30 años;No definida;6089743,59;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;Apartamento;La Cabrera;950000000
4;3;2;140;140;6;Excelente;1 a 8 años;1500000;6785714,29;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;950000000
3;1;0;51;46;3;Bueno;9 a 15 años;210000;4117647,06;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Colina;210000000
3;4;3;311;311;4;Bueno;9 a 15 años;890000;5003215,43;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;Casa;Cerros de Suba;1556000000
3;2;1;67;0;3;Excelente;1 a 8 años;196000;4611940,3;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Plaza Imperial Centro Comercial;309000000
3;2;1;59;59;3;Excelente;menor a 1 año;80000;4830508,47;0;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;Apartamento;La granja;285000000
2;2;2;63;63;4;Excelente;16 a 30 años;No definida;5079365,08;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;Usaquén;320000000
3;3;2;234;234;5;Bueno;16 a 30 años;625000;5341880,34;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;Apartamento;Colina Campestre;1250000000
2;2;1;96;0;3;Bueno;9 a 15 años;180000;3541666,67;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;Casa;El Cortijo;340000000
1;2;2;95;0;6;Excelente;1 a 8 años;820000;9000000;1;0;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;Apartamento;El Refugio;855000000
3;2;1;95;88;4;Bueno;16 a 30 años;474000;5052631,58;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;Apartamento;Cedritos;480000000
0;3;0;216;0;4;Bueno;más de 30 años;No definida;3472222,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Siete de Agosto;750000000
3;2;3;130;0;4;Excelente;menor a 1 año;400000;6769230,77;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Quinta Paredes;880000000
3;2;1;89;0;3;No definida;1 a 8 años;343800;4831460,67;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Britalia;430000000
4;4;3;243;200;3;Bueno;16 a 30 años;No definida;2469135,8;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;Casa;Marsella;600000000
4;3;0;280;0;3;Excelente;16 a 30 años;No definida;1142857,14;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villas de Granada;320000000
3;3;2;160;0;3;No definida;menor a 1 año;No definida;2368750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Kennedy Central;379000000
2;2;1;50;50;3;Excelente;16 a 30 años;No definida;5100000;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Los alamos;255000000
2;2;2;90;0;4;No definida;9 a 15 años;830000000;9222222,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Salitre Oriental;830000000
5;3;4;240;240;5;No definida;más de 30 años;No definida;3750000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Casa;Pasadena;900000000
3;2;1;71;71;3;Bueno;más de 30 años;190000;4957746,48;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Casa;Bolivia;352000000
6;6;2;585;585;6;No definida;más de 30 años;No definida;7863247,86;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Santa Bárbara;4600000000
3;3;2;94;94;5;No definida;1 a 8 años;No definida;7765957,45;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;SAN IGNACIO SANTA CECILIA;730000000
1;1;1;54;0;5;Excelente;9 a 15 años;No definida;6835396,27;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;1;Apartamento;Lisboa;370000000
3;3;2;158;158;4;No definida;16 a 30 años;570000;4113924,05;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Capri;650000000
5;3;1;182;182;4;Bueno;más de 30 años;No definida;3681318,68;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;Casa;NORMANDÍA OCCIDENTAL;670000000
3;3;6;665;665;4;Bueno;más de 30 años;No definida;2554887,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;La Floresta Norte Parcelacin La Torca;1699000000
3;4;2;164;164;6;Excelente;16 a 30 años;854000;5121951,22;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Multicentro;840000000
7;5;2;363;0;3;Excelente;16 a 30 años;No definida;2341597,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Villa Claudia;850000000
3;3;2;100;100;4;No definida;1 a 8 años;450000;7900000;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;La Felicidad;790000000
5;5;2;193;193;5;Excelente;9 a 15 años;600000;4913877,83;0;1;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;Casa;Gratamira;950000000
5;4;5;288;288;6;No definida;16 a 30 años;1200000;13888888,89;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Suba;4000000000
4;5;3;225;225;6;Bueno;16 a 30 años;1400000;6666666,67;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;El Nogal;1500000000
4;2;1;240;240;3;No definida;16 a 30 años;No definida;2500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Marsella;600000000
3;3;2;120;120;6;No definida;16 a 30 años;688000;5666666,67;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;Apartamento;Chico norte;680000000
2;2;1;78;75;5;Excelente;1 a 8 años;382000;5576923,08;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;Apartamento;Bella Suiza;435000000
3;2;1;72;0;3;Excelente;1 a 8 años;No definida;3888888,89;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;Apartamento;Castilla;280000000
5;3;2;170;170;6;Bueno;1 a 8 años;1080000;10294117,65;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;Apartamento;Chicó;1750000000
4;3;2;120;110;5;Excelente;16 a 30 años;500000;3332500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Bella suiza;399900000
1;2;1;72;61;5;Excelente;1 a 8 años;379000;5722222,24;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;Apartamento;Ginebra norte;412000001
2;1;1;50;0;3;Excelente;16 a 30 años;133000;3700000;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;Suba;185000000
1;2;1;55;55;6;No definida;1 a 8 años;350000;8000000;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;Apartamento;Santa Bárbara;440000000
4;2;3;106;106;3;No definida;más de 30 años;No definida;5188679,25;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Casa;Villa Maria;550000000
3;3;1;104;104;4;No definida;más de 30 años;371000;5096153,85;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;Casa;Mirandela;530000000
3;1;0;58;54;3;Excelente;más de 30 años;45000;3620689,66;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;Apartamento;Kennedy Central;210000000
3;2;1;70;70;4;Excelente;9 a 15 años;200000;4857142,86;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Casa;Colina Campestre;340000000
3;3;1;90;86;4;No definida;9 a 15 años;350000;4777777,78;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Mazuren;430000000
2;3;2;105;0;6;No definida;9 a 15 años;616000;5704761,9;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Santa Bibiana;599000000
3;2;1;54;54;3;No definida;9 a 15 años;164000;4259259,26;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Ciudad techo;230000000
3;2;0;53;0;2;No definida;No definida;65000;2547169,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Parcela el porvenir;135000000
2;1;0;45;45;3;No definida;más de 30 años;93000;3395555,56;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;Apartamento;Ciudad bachue i etapa;152800000
3;2;0;62;0;3;No definida;1 a 8 años;154000;3306451,61;1;0;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;Salitre et. i;205000000
8;3;0;362;157;3;No definida;más de 30 años;No definida;2016574,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Casa;SAN JORGE CENTRAL II SECTOR;730000000
11;6;1;386;386;3;Remodelado;16 a 30 años;No definida;1735751,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Casa;Country Sur;670000000
4;4;2;206;198;6;Excelente;16 a 30 años;1045000;7038834,95;1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;El nogal;1450000000
10;3;4;500;0;4;Excelente;9 a 15 años;No definida;3300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Teusaquillo;1650000000
2;2;1;70;63;4;No definida;1 a 8 años;220000;7500000;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Belmira;525000000
3;3;2;90;90;4;No definida;16 a 30 años;340228;3888888,89;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Mirandela;350000000
3;3;2;108;108;5;Excelente;16 a 30 años;No definida;3981481,48;1;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Colina Campestre;430000000
2;1;0;39;34;4;No definida;1 a 8 años;125000;6410256,41;1;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;Apartamento;Nueva zelandia;250000000
3;2;1;76;70;4;Bueno;9 a 15 años;241000;4736842,11;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;Casa;Versalles;360000000
5;3;1;182;182;4;Bueno;más de 30 años;No definida;3681318,68;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;Casa;NORMANDÍA OCCIDENTAL;670000000
4;4;2;160;0;5;Excelente;16 a 30 años;250000;5624375;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;Casa;Malibu;899900000
3;3;2;121;118;6;Excelente;16 a 30 años;534000;6183017,31;1;1;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa Bibiana;750000000
2;2;2;104;104;6;Bueno;más de 30 años;900000;6923076,92;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;Apartamento;cHICO;720000000
3;1;1;54;54;3;Bueno;16 a 30 años;168000;3611111,11;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Los alamos;195000000
1;1;0;32;30;4;No definida;menor a 1 año;218000;7638888,89;1;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;Apartamento;Bosque de Maria;242000000
3;2;1;85;80;4;Bueno;16 a 30 años;401600;4451733,83;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;Estrella Norte;380000000
4;2;1;96;90;4;Bueno;16 a 30 años;225000;4270833,33;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Casa;Hayuelos;410000000
2;4;2;142;134;6;Excelente;1 a 8 años;1300000;9540636,04;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chico norte;1350000000
3;2;1;87;87;5;Excelente;menor a 1 año;461100;8839080,46;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;Apartamento;Salitre;769000000
3;1;0;51;0;3;Excelente;No definida;113000;4705882,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Pinar de Suba;240000000
2;3;2;89;89;6;Excelente;9 a 15 años;584000;7022471,91;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;Apartamento;Santa Paula;625000000
4;5;3;225;225;6;Bueno;16 a 30 años;1400000;6666666,67;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;El Nogal;1500000000
3;2;1;89;0;3;No definida;1 a 8 años;343800;4831460,67;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Britalia;430000000
3;2;1;82;0;4;Bueno;16 a 30 años;No definida;4695121,95;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Zona Norte;385000000
5;3;1;194;194;3;No definida;más de 30 años;No definida;2628865,98;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;Casa;Ponderosa;510000000
